x,y,00:2c:c8:64:a9:2d,00:2c:c8:64:a9:2e,00:2c:c8:64:a9:2f,00:2c:c8:77:e6:e0,00:2c:c8:77:e6:e1,00:2c:c8:77:e6:e2,00:2c:c8:77:ee:60,00:2c:c8:77:ee:61,00:2c:c8:77:ee:62,00:2c:c8:77:ee:6d,00:2c:c8:77:ee:6e,00:2c:c8:77:ee:6f,00:2c:c8:8b:8f:6d,00:2c:c8:8b:8f:6e,00:2c:c8:8b:8f:6f,00:2c:c8:8b:8f:90,00:2c:c8:8b:8f:91,00:2c:c8:8b:8f:92,00:2c:c8:8b:8f:9d,00:2c:c8:8b:8f:9e,00:2c:c8:8b:8f:9f,00:2c:c8:8b:92:4d,00:2c:c8:8b:92:4e,00:2c:c8:8b:92:4f,00:2c:c8:e9:17:dd,00:2c:c8:e9:17:de,00:2c:c8:e9:17:df,00:2c:c8:ed:bd:20,00:2c:c8:ed:bd:21,00:2c:c8:ed:bd:22,00:2c:c8:ed:bd:2d,00:2c:c8:ed:bd:2e,00:2c:c8:ed:bd:2f,00:2c:c8:ed:bf:70,00:2c:c8:ed:bf:71,00:2c:c8:ed:bf:72,00:2c:c8:ed:bf:7d,00:2c:c8:ed:bf:7e,00:2c:c8:ed:bf:7f,00:2c:c8:ed:bf:b0,00:2c:c8:ed:bf:b1,00:2c:c8:ed:bf:b2,00:2c:c8:ed:bf:bd,00:2c:c8:ed:bf:be,00:2c:c8:ed:bf:bf,00:2c:c8:f1:25:30,00:2c:c8:f1:25:31,00:2c:c8:f1:25:32,00:2c:c8:f1:25:3d,00:2c:c8:f1:25:3e,00:2c:c8:f1:25:3f,00:2c:c8:f1:29:a0,00:2c:c8:f1:29:a1,00:2c:c8:f1:29:a2,00:2c:c8:f1:2d:30,00:2c:c8:f1:2d:31,00:2c:c8:f1:2d:32,00:31:92:ce:da:d2,00:31:92:cf:d1:4a,00:31:92:cf:d2:fc,00:31:92:cf:d2:fd,00:a7:42:8f:7f:ed,00:a7:42:8f:7f:ee,00:a7:42:8f:7f:ef,02:3c:94:fb:1f:9f,02:3c:94:fb:1f:a3,02:3c:94:fb:1f:a7,06:31:92:ce:da:d2,06:31:92:cf:d1:4a,06:31:92:cf:d2:fc,06:31:92:cf:d2:fd,18:80:90:99:c0:5d,18:80:90:99:c0:5e,18:80:90:99:c0:5f,18:f9:35:15:84:ce,18:f9:35:15:84:cf,2c:e3:8e:89:c6:2d,2c:e3:8e:89:c6:2e,2c:e3:8e:99:6f:4d,32:13:8b:4f:eb:8f,32:13:8b:5e:b0:84,34:60:f9:3c:e9:46,34:60:f9:3c:e9:eb,34:60:f9:70:cf:9d,34:60:f9:70:d4:3d,34:60:f9:70:d4:3e,34:b8:83:33:7d:4d,34:b8:83:33:7d:4e,34:b8:83:33:7d:4f,34:b8:83:34:2d:c0,34:b8:83:34:2d:c1,34:b8:83:34:2d:c2,34:b8:83:35:34:ad,34:b8:83:35:34:ae,34:b8:83:35:34:af,34:b8:83:b6:ab:60,34:b8:83:b6:ab:61,34:b8:83:b6:ab:62,34:b8:83:b6:c9:40,34:b8:83:b6:c9:41,34:b8:83:b6:c9:42,34:b8:83:b6:c9:4d,34:b8:83:b6:c9:4e,34:b8:83:b6:c9:4f,36:60:f9:2c:e9:eb,36:60:f9:60:cf:9d,36:60:f9:60:d4:3d,36:60:f9:60:d4:3e,3c:84:6a:a6:45:e2,40:01:7a:13:aa:dd,40:01:7a:13:aa:de,40:01:7a:13:aa:df,40:01:7a:3d:cb:8d,40:01:7a:3d:cb:8e,40:01:7a:3d:cb:8f,40:01:7a:58:77:cd,40:01:7a:58:77:ce,40:01:7a:58:77:cf,40:01:7a:58:78:ed,40:01:7a:58:78:ee,40:01:7a:58:78:ef,40:01:7a:80:a8:f0,40:01:7a:80:a8:f1,40:01:7a:80:a8:f2,40:01:7a:80:a8:fd,40:01:7a:80:a8:fe,40:01:7a:80:a8:ff,40:01:7a:c1:73:40,40:01:7a:c1:73:41,40:01:7a:c1:73:42,40:01:7a:c1:73:4d,40:01:7a:c1:73:4e,40:01:7a:c1:73:4f,40:01:7a:c1:73:9d,40:01:7a:c1:73:9e,40:01:7a:c1:73:9f,40:01:7a:c1:80:b0,40:01:7a:c1:80:b1,40:01:7a:c1:80:b2,40:01:7a:c1:80:bd,40:01:7a:c1:80:be,40:01:7a:c1:80:bf,48:22:54:f8:8a:95,48:22:54:f8:91:61,48:22:54:f8:91:63,48:22:54:f8:91:97,48:22:54:f8:93:b0,48:22:54:f8:93:b2,48:22:54:f8:95:4b,48:22:54:f8:95:4d,4a:22:54:28:91:97,4a:22:54:a8:8a:95,4a:22:54:a8:91:61,4a:22:54:a8:93:b0,4a:22:54:a8:95:4b,4a:22:54:d8:91:61,4a:22:54:d8:93:b0,4a:22:54:d8:95:4b,4c:ed:fb:d7:3c:7c,50:2f:a8:b8:a8:a0,50:2f:a8:b8:a8:a1,50:2f:a8:b8:a8:a3,50:d2:f5:fa:89:0f,52:84:df:de:ad:d0,58:df:59:30:0b:60,58:df:59:30:0b:61,58:df:59:30:0b:62,58:df:59:30:0e:0d,58:df:59:30:12:a0,58:df:59:30:12:a1,58:df:59:30:12:a2,58:df:59:30:19:ad,58:df:59:30:19:ae,58:df:59:30:19:af,58:df:59:30:1b:8d,58:df:59:30:1b:8e,58:df:59:30:1b:8f,58:df:59:30:22:00,58:df:59:30:22:01,58:df:59:30:22:02,58:df:59:30:22:0d,58:df:59:30:22:0e,58:df:59:30:22:0f,58:df:59:30:34:6d,58:df:59:30:34:6e,58:df:59:30:34:6f,5c:e8:d3:01:2a:0b,62:c1:56:30:5d:bc,68:71:61:16:13:00,68:71:61:16:13:01,68:71:61:16:13:02,68:71:61:16:13:0d,68:71:61:16:13:0e,68:71:61:16:13:0f,68:71:61:16:1e:a0,68:71:61:16:1e:a1,68:71:61:16:1e:a2,68:71:61:16:1e:ad,68:71:61:16:1e:ae,68:71:61:16:1e:af,68:71:61:18:db:e0,68:71:61:18:db:e1,68:71:61:18:db:e2,68:71:61:19:06:40,68:71:61:19:06:41,68:71:61:19:06:42,68:71:61:19:09:00,68:71:61:19:09:01,68:71:61:19:09:02,68:71:61:19:16:4d,68:71:61:19:16:4e,68:71:61:19:16:4f,6c:8d:77:2b:5e:c1,70:0f:6a:b6:f9:40,70:0f:6a:b6:f9:41,70:0f:6a:b6:f9:42,70:b3:17:27:af:ed,70:b3:17:27:af:ee,70:b3:17:27:af:ef,70:b3:17:2c:64:ed,70:b3:17:2c:64:ee,70:b3:17:2c:64:ef,70:bd:96:b9:16:0d,70:bd:96:b9:16:0e,70:bd:96:b9:16:0f,70:bd:96:bc:9c:e0,70:bd:96:bc:9c:e1,70:bd:96:bc:9c:e2,70:bd:96:bc:9c:ed,70:bd:96:bc:9c:ee,70:bd:96:bc:9c:ef,70:bd:96:bc:c8:20,70:bd:96:bc:c8:21,70:bd:96:bc:c8:22,70:bd:96:bc:c8:2d,70:bd:96:bc:c8:2e,70:bd:96:bc:c8:2f,70:bd:96:bc:fd:4d,70:bd:96:bc:fd:4e,70:bd:96:bc:fd:4f,70:bd:96:bd:00:21,70:bd:96:bd:00:22,70:bd:96:bd:06:8d,70:bd:96:bd:06:8e,70:bd:96:bd:06:8f,70:bd:96:bd:07:40,70:bd:96:bd:07:41,70:bd:96:bd:07:42,70:bd:96:bd:07:4d,70:bd:96:bd:07:4e,70:bd:96:bd:07:4f,70:bd:96:bd:0a:00,70:bd:96:bd:0a:01,70:bd:96:bd:0a:02,70:bd:96:bd:0a:0d,70:bd:96:bd:0a:0e,70:bd:96:bd:0a:0f,70:bd:96:bd:13:60,70:bd:96:bd:13:61,70:bd:96:bd:13:62,70:bd:96:bd:13:6d,70:bd:96:bd:13:6e,70:bd:96:bd:13:6f,70:bd:96:bd:15:a0,70:bd:96:bd:15:a1,70:bd:96:bd:15:a2,70:bd:96:bd:15:ad,70:bd:96:bd:15:ae,70:bd:96:bd:15:af,70:bd:96:bd:20:60,70:bd:96:bd:20:61,70:bd:96:bd:20:62,70:bd:96:bd:20:6d,70:bd:96:bd:20:6e,70:bd:96:bd:20:6f,70:bd:96:bd:20:8d,70:bd:96:bd:20:8e,70:bd:96:bd:20:8f,70:bd:96:bd:21:0d,70:bd:96:bd:21:0e,70:bd:96:bd:21:0f,70:bd:96:bd:24:00,70:bd:96:bd:24:01,70:bd:96:bd:24:02,70:bd:96:bd:24:0d,70:bd:96:bd:24:0e,70:bd:96:bd:24:0f,70:bd:96:bd:24:8d,70:bd:96:bd:24:8e,70:bd:96:bd:24:8f,70:bd:96:bd:28:cf,70:bd:96:bd:2c:2d,70:bd:96:bd:2c:2e,70:bd:96:bd:2c:2f,70:bd:96:bd:2e:00,70:bd:96:bd:2e:01,70:bd:96:bd:2e:02,70:bd:96:bd:2e:0d,70:bd:96:bd:2e:0e,70:bd:96:bd:2e:0f,70:bd:96:bd:2f:60,70:bd:96:bd:2f:61,70:bd:96:bd:2f:62,70:bd:96:bd:2f:6d,70:bd:96:bd:2f:6e,70:bd:96:bd:2f:6f,70:bd:96:bd:30:00,70:bd:96:bd:30:01,70:bd:96:bd:30:02,70:bd:96:bd:30:0d,70:bd:96:bd:30:0e,70:bd:96:bd:30:0f,70:bd:96:bd:30:6d,70:bd:96:bd:30:6f,70:bd:96:bd:30:81,70:bd:96:bd:30:8d,70:bd:96:bd:30:8e,70:bd:96:bd:30:8f,70:bd:96:bd:33:6d,70:bd:96:bd:33:6e,70:bd:96:bd:33:6f,70:bd:96:bd:36:2d,70:bd:96:bd:36:2e,70:bd:96:bd:36:2f,70:bd:96:bd:36:ad,70:bd:96:bd:36:ae,70:bd:96:bd:36:af,70:bd:96:bd:37:0d,70:bd:96:bd:37:0e,70:bd:96:bd:37:0f,70:bd:96:bd:37:c0,70:bd:96:bd:37:c1,70:bd:96:bd:37:c2,70:bd:96:bd:37:cd,70:bd:96:bd:37:ce,70:bd:96:bd:37:cf,70:bd:96:bd:39:4d,70:bd:96:bd:39:4e,70:bd:96:bd:39:4f,70:bd:96:bd:39:60,70:bd:96:bd:39:61,70:bd:96:bd:39:62,70:bd:96:bd:39:6d,70:bd:96:bd:39:6e,70:bd:96:bd:39:6f,86:cc:a8:86:ca:ca,86:cc:a8:86:ee:f4,86:cc:a8:87:9f:fa,86:cc:a8:87:e9:bf,88:57:21:23:86:e1,8c:86:dd:03:7e:68,8c:86:dd:03:7e:6a,9c:53:22:a3:65:a4,a0:04:60:ec:7d:2a,a0:a4:7f:37:7a:a0,a0:a4:7f:37:7a:a1,a0:a4:7f:37:7a:a2,a0:a4:7f:37:7a:ad,a0:a4:7f:37:7a:ae,a0:a4:7f:37:7a:af,a0:f3:c1:64:a4:74,a2:c2:4f:74:13:9e,a2:c2:4f:74:13:a2,a2:c2:4f:74:13:a6,ac:1f:09:0f:cd:c3,b8:27:eb:c5:da:7e,be:ff:4d:35:3a:e5,c0:25:06:78:c4:9e,c8:7f:54:0f:fa:50,ce:c0:79:05:3f:34,d4:a1:48:46:8c:d0,d4:c9:3c:97:88:2d,d4:c9:3c:97:88:2e,d4:c9:3c:97:88:2f,d4:c9:3c:db:35:cd,d4:c9:3c:db:35:cf,d4:c9:3c:db:4a:00,d4:c9:3c:db:4a:01,d4:c9:3c:db:4a:02,d4:c9:3c:db:4a:0d,d4:c9:3c:db:4a:0e,d4:c9:3c:db:4a:0f,d8:07:b6:d3:c8:7c,d8:07:b6:d3:c8:7d,de:07:b6:d3:c8:7c,de:07:b6:d3:c8:7d,de:e4:86:75:47:31,e2:41:a9:ab:aa:c3,e2:41:a9:ab:aa:c7,e2:41:a9:ab:aa:cb,e4:a4:1c:7b:94:ae,e4:a4:1c:7b:94:af,e4:a4:1c:7b:cc:ad,e4:a4:1c:7b:cc:ae,e4:a4:1c:7b:cc:af,e8:40:40:79:a2:ef,f8:1a:67:8f:f8:e7
62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-66.0,-66.0,-67.0,-74.0,-75.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,-89.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,-67.0,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,,,,,,,,,,,,,-86.0,-86.0,-86.0,,,,,,,,,-77.0,,,,,,,,,,,,,-75.0,-74.0,-87.0,-85.0,-86.0,,,,,,,,,,,,,,,,,,,,-75.0,,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,-53.0,-53.0,-52.0,-50.0,-50.0,-52.0,,,-83.0,-83.0,-84.0,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,48,,,,,,,,,,,,,,,,-69.0,-69.0,-69.0,-74.0,-72.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,-81.0,,,,,-77.0,,,-68.0,-88.0,,,,,,,,,,,,-81.0,-82.0,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,-74.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,-71.0,-72.0,-82.0,,,,,,,,,-83.0,-84.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.0,,-71.0,-69.0,-70.0,,,,-87.0,-87.0,-88.0,-53.0,-54.0,-53.0,-50.0,-50.0,-51.0,,,,,,,,,,,,,,,,,,-78.0,,,,-84.0,-83.0,-83.0,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,-82.0,,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0,,,,,-83.0,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0,-67.0,-68.0,-74.0,-74.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,-70.0,,,,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.0,-77.0,-77.0,,,,,,,,,,,-87.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,-83.0,-83.0,-82.0,,,,,,,,,,,,,,,,,,,,,-68.0,-70.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,-51.0,-52.0,-51.0,-47.0,-48.0,-48.0,,,,-84.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,48,,,,,,,,,,,,,,,,-71.0,-71.0,-71.0,-70.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,,,-81.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,-79.0,,,,,-81.0,,,-65.0,-79.0,,,,,,-65.0,,-88.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,-75.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,,-65.0,-66.0,-64.0,-77.0,-77.0,,-87.0,-87.0,-87.0,-53.0,-52.0,-53.0,-49.0,-49.0,-49.0,,,,,,,,,,,,,,,,-72.0,-71.0,,-69.0,-69.0,-69.0,-83.0,-83.0,-85.0,,,,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,-82.0,-84.0,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0,,,,,-81.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-68.0,-68.0,-68.0,-72.0,-73.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,-90.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,-88.0,-74.0,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,,-80.0,,,,,,,,,,,-84.0,-84.0,-83.0,,,,,,,,,,,,,,,,,,,,,,,-70.0,-86.0,-86.0,-86.0,,,,,,,,,,,,,,,,,,,,-69.0,-68.0,,,-65.0,,,,,,,,,,,,,,,,,,,,,,,-84.0,-83.0,,-50.0,-50.0,-50.0,-48.0,-48.0,-49.0,-82.0,-83.0,-82.0,-87.0,-86.0,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.0,,,,,,,,,,,,,,-84.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,48,,,,,,,,,,,,,,,,-68.0,-68.0,-68.0,-70.0,-70.0,-70.0,,,,,,,,,,,,,,,,,,,,-81.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,,,,-82.0,,,-70.0,-79.0,,,,,-78.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74.0,-73.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,-70.0,-68.0,-83.0,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,-86.0,,,,,,,-52.0,-51.0,-52.0,-60.0,-60.0,-60.0,,-76.0,-76.0,-90.0,-89.0,,-50.0,-49.0,-49.0,-50.0,-50.0,-50.0,,,,,,,-90.0,,-89.0,,,,,,,,,-71.0,,-70.0,-69.0,-89.0,-88.0,-87.0,,,,,,,,,,,-83.0,,,,-83.0,,,,,,,,,,,,,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,-71.0,-71.0,-75.0,-75.0,-74.0,,,,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.0,-88.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,-88.0,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,-80.0,,,,,,,,,,,,-81.0,,-82.0,,,,,,,,-69.0,,,,,,,,,,,,,-71.0,,-70.0,-82.0,-83.0,-83.0,,,,,,,,,,,,,,,,,,,,,-67.0,-72.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,-45.0,-44.0,-45.0,-52.0,-52.0,-47.0,,,-80.0,-81.0,-82.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,,,,,,,,,,,,-81.0,,,-81.0,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,48,,,,,,,,,,,,,,,,-72.0,-71.0,-71.0,-74.0,-73.0,-74.0,,,,,,,,,,,,,,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,-73.0,-78.0,,,,,-77.0,,,,,,,-83.0,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-75.0,-75.0,-75.0,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,-72.0,-72.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,,,,-68.0,-66.0,,,,-72.0,-73.0,-72.0,-81.0,-81.0,-81.0,-47.0,-46.0,-46.0,-44.0,-44.0,-44.0,,,,,,,-82.0,-83.0,-83.0,,,,,,,,,-72.0,,,,-83.0,-83.0,-82.0,,,,,,,,,,,-83.0,,,,,,-83.0,,,,,,,,,,,,-75.0,-84.0,,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,-67.0,-66.0,-77.0,-78.0,-77.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,-88.0,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77.0,-84.0,-70.0,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,-79.0,,,,,,,,,,,,-77.0,-77.0,-77.0,,,,,,,,,-74.0,,,,,,,,,,,,-66.0,-66.0,-66.0,-87.0,-87.0,-86.0,,,,,,,,,,,,,,,,,,,-70.0,-69.0,-69.0,-69.0,-69.0,-68.0,-87.0,-88.0,-88.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,-49.0,-49.0,-50.0,-51.0,,,,-76.0,-77.0,-76.0,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79.0,,,,,,,,,,,,-78.0,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,48,,,,,,,,,,,,,,,,-72.0,-72.0,-73.0,-72.0,-72.0,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-83.0,-82.0,-80.0,,,,,-82.0,,,-69.0,-79.0,-83.0,,,,,-67.0,,,-79.0,,,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-73.0,-73.0,-72.0,,,,,,,,,,,,,-86.0,-85.0,-87.0,,,,,,,,,,,,-72.0,-71.0,-71.0,,,,,,,,,,-80.0,-81.0,-81.0,,,,,,,,,,-89.0,-88.0,,,,,,,,,,,-85.0,,,,,,,,,,-63.0,-62.0,-62.0,,-66.0,-66.0,-76.0,-76.0,-77.0,-49.0,-48.0,-49.0,-47.0,-47.0,-44.0,,,,,,,-86.0,,,,,,,,,-73.0,,,-69.0,-69.0,-69.0,-85.0,-84.0,-84.0,,,,,,,,,,,-83.0,,,,-80.0,,,,,,,,,,,,,,-81.0,-85.0,,,,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69.0,-69.0,-73.0,-73.0,-72.0,,,,,,,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,,,,-89.0,-89.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.0,-86.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,-80.0,-79.0,-79.0,,,,,,,,,,,-75.0,-75.0,-76.0,,,,,,,-73.0,-73.0,-73.0,,,,,,,,,,,,,,-74.0,-88.0,-88.0,-86.0,,,,,,,,,,,,,,,,,,,,,,-68.0,-67.0,-67.0,-82.0,-83.0,-84.0,-86.0,-86.0,-87.0,,,,,,,,,,,,,,,,,,,,-48.0,-49.0,-47.0,-46.0,-46.0,-46.0,,,,-75.0,-75.0,-75.0,,,,,,,,-85.0,,,,,,,,,-88.0,-87.0,,,,,,,,,,,,,,,,,,,,,-79.0,,-81.0,,,,,,,,,,,,-76.0,,,-82.0,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
67,48,,,,,,,,,,,,,,,,-70.0,-69.0,-69.0,-73.0,-75.0,-74.0,,,,,,,,,,,,,,,,,,,,-80.0,-80.0,,,,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-80.0,,,-68.0,-77.0,,,,,,,,-89.0,-77.0,,,-83.0,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0,-76.0,-76.0,,,,,,,,,,,,,-87.0,-88.0,-86.0,,,,,,,,,,,,-67.0,-66.0,-66.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,-67.0,-67.0,-60.0,-60.0,-60.0,,,,-75.0,-75.0,-75.0,-45.0,-45.0,-45.0,-41.0,-41.0,-41.0,,,,,,,-86.0,-88.0,,,,,,,,-76.0,,,-68.0,-69.0,-69.0,-85.0,-84.0,-86.0,,,,,,,,,,,-83.0,,,,,,,,,,,,,,,,,,-75.0,,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-71.0,-71.0,-70.0,-77.0,-77.0,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,,,,,-89.0,-90.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,-88.0,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-81.0,-81.0,-82.0,,,,,,,,,,,-78.0,-76.0,-78.0,,,,,,,,-78.0,-78.0,,,,,,,,,,,,-78.0,-77.0,-77.0,-86.0,-87.0,-87.0,,,,,,,,,,,,,,,,,,,,-70.0,-70.0,,,,-88.0,-88.0,-89.0,,,,,,,,,,,,,,,,,,,,-84.0,-85.0,,-44.0,,-44.0,-41.0,-41.0,-41.0,-64.0,-65.0,-64.0,-70.0,-70.0,-70.0,,,,,,,,,,,,,,,,-82.0,-83.0,-82.0,,,,,,,,,,,,,,,,,,,,,-80.0,,-81.0,,,,,,,,,,,,-79.0,,,-83.0,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,
